Country,Year,Sex,DTHS,AGE,W,POP,Mtot,Qtot,QBEXT,QBINT,QCALI,QCBON,QCCNS,QCCON,QCEND,QCEXT,QCGNU,QCONG,QCRSP,QCRST,QCSKN,QDEXT,QDINT,QEARS,QEEXT,QEINT,QEYES,QGEXT,QGINT,QHEXT,QHINT,QIBAC,QINFT,QISEQ,QIVRL,QMEXT,QMINT,QNEXT,QNINT,QPBPN,QRESP,QSKIN,QXTRN,QEXTRIN,QINTRIN,QSUM,EISUM,NRAD,Radix,Dth,Cum,EDth,CumE,IDth,CumI,EProb,EF,ES,EDEN,EHAZ,IProb,IF,IS,IDEN,IHAZ
2450,2007,2,12848,0,1,2101006,0.006115166,0.006096525,2.37256E-06,2.08785E-05,1.42353E-06,0,4.2706E-06,2.37256E-06,1.89805E-06,0,4.74512E-07,0.001290672,0,2.18275E-05,0,1.32863E-05,0.000114357,1.42353E-06,9.49023E-07,4.84002E-05,0,1.89805E-06,3.79609E-05,2.60981E-05,0.00010202,7.40238E-05,7.59219E-06,1.89805E-06,2.1353E-05,1.89805E-06,1.42353E-06,2.60981E-05,6.59571E-05,0.003002235,0.000119102,0,0.001082361,0.004382589,0.001713936,0.006096525,0.006096525,99390.34748,100000,609.6525151,609.6525151,438.258922,438.258922,171.3935931,171.3935931,0.296750058,0,1,0.014768621,0.014768621,0.693679195,0,1,0.00247079,0.00247079
2450,2007,2,2069,2.5,4,8122962,0.00025471,0.001018321,3.93744E-06,1.47654E-05,2.95308E-06,9.84361E-07,2.31325E-05,4.9218E-06,1.52576E-05,0,3.44526E-06,0.000127967,4.9218E-07,4.87259E-05,4.9218E-07,6.39835E-06,2.65777E-05,0,9.84361E-07,3.0023E-05,0,0,7.87489E-06,1.42732E-05,4.87259E-05,2.16559E-05,1.47654E-06,1.47654E-06,1.32889E-05,4.9218E-07,3.44526E-06,6.39835E-06,5.11868E-05,1.77185E-05,6.25069E-05,4.9218E-07,0.000456251,0.000607351,0.000410971,0.001018321,0.001018321,99289.13617,99390.34748,101.2113196,710.8638348,60.36479866,498.6237207,40.84652097,212.2401141,0.294160828,0.014768621,0.985231379,0.002034197,0.002064689,0.696209719,0.00247079,0.99752921,0.000588839,0.000590297
2450,2007,2,1192,7,5,9800286,0.000121629,0.000607961,1.02007E-06,8.16055E-06,2.55017E-06,3.0602E-06,4.4883E-05,6.63044E-06,1.5301E-05,0,6.63044E-06,5.04934E-05,5.10034E-07,4.4883E-05,5.10034E-07,1.02007E-06,7.65051E-06,0,5.10034E-07,1.98913E-05,0,0,4.08027E-06,3.0602E-06,3.21321E-05,1.02007E-05,1.02007E-06,5.10034E-07,1.5301E-06,0,3.0602E-06,5.10034E-06,4.5393E-05,2.04014E-06,3.36623E-05,0,0.000252467,0.000312141,0.00029582,0.000607961,0.000607961,99228.77228,99289.13617,60.36388807,771.2277229,30.99219757,529.6159182,29.3716905,241.6118046,0.293852713,0.016802818,0.983197182,0.001044387,0.001062236,0.696508017,0.003059629,0.996940371,0.000423419,0.000424718
2450,2007,2,1370,12,5,9913917,0.00013819,0.000690709,2.01667E-06,3.52917E-06,3.52917E-06,1.56292E-05,3.57959E-05,7.56251E-06,6.05001E-06,0,1.00833E-06,4.08376E-05,0,5.69709E-05,5.04167E-07,3.025E-06,1.00833E-05,5.04167E-07,5.04167E-07,2.06709E-05,0,0,4.03334E-06,8.06668E-06,3.73084E-05,1.05875E-05,1.00833E-06,0,5.54584E-06,1.5125E-06,9.57918E-06,5.04167E-06,5.19292E-05,2.52084E-06,3.27709E-05,1.00833E-06,0.000311575,0.000385688,0.000305021,0.000690709,0.000690709,99160.23404,99228.77228,68.53823233,839.7659552,38.27134871,567.8872669,30.26688362,271.8786882,0.293719142,0.017847205,0.982152795,0.001289683,0.001313118,0.696635724,0.003483048,0.996516952,0.000436324,0.000437849
2450,2007,2,3742,17,5,10497423,0.000356468,0.001780755,3.80707E-06,1.14212E-05,5.7106E-06,1.95112E-05,2.23665E-05,1.2373E-05,2.37942E-06,1.42765E-06,7.61413E-06,3.71189E-05,0,6.66237E-05,1.90353E-06,8.09002E-06,1.28488E-05,9.51767E-07,3.80707E-06,3.6643E-05,0,0,1.04694E-05,2.427E-05,5.52025E-05,1.76077E-05,9.51767E-07,1.42765E-06,1.28488E-05,3.33118E-06,2.18906E-05,6.66237E-06,6.47201E-05,2.37942E-05,4.23536E-05,9.51767E-07,0.001239676,0.001391959,0.000388797,0.001780755,0.001780755,98983.65394,99160.23404,176.5801066,1016.346062,138.0269406,705.9142075,38.55316597,310.4318542,0.293536202,0.019136888,0.980863112,0.004651286,0.004742034,0.696811998,0.003919372,0.996080628,0.000555778,0.000557965
2450,2007,2,4927,22,5,10267744,0.000479852,0.002396386,3.40465E-06,1.65369E-05,1.4105E-05,1.45914E-05,2.14007E-05,1.7996E-05,1.94551E-06,6.8093E-06,2.57781E-05,4.03694E-05,4.86378E-07,9.28983E-05,3.40465E-06,2.14007E-05,2.04279E-05,4.86378E-07,6.8093E-06,6.22564E-05,4.86378E-07,4.86378E-07,2.09143E-05,4.42604E-05,0.000124026,2.67508E-05,1.94551E-06,1.45914E-06,3.5992E-05,1.70232E-05,4.47468E-05,1.16731E-05,7.49023E-05,5.69063E-05,5.54471E-05,1.94551E-06,0.001506314,0.0017996,0.000596786,0.002396386,0.002396386,98746.45085,98983.65394,237.2030863,1253.549148,178.1309964,884.0452039,59.07208988,369.5039441,0.292665409,0.023788174,0.976211826,0.006002728,0.006149002,0.697665573,0.00447515,0.99552485,0.000851576,0.000855405
2450,2007,2,5825,27,5,10296952,0.000565701,0.002824512,3.87916E-06,2.37598E-05,2.37598E-05,8.72811E-06,2.37598E-05,2.27901E-05,6.30363E-06,2.18203E-05,8.34019E-05,4.46103E-05,1.45468E-06,9.30998E-05,1.8426E-05,3.63671E-05,3.05484E-05,0,2.7639E-05,8.43717E-05,4.84895E-07,0,3.34577E-05,7.90379E-05,0.000197352,4.07312E-05,9.6979E-07,4.84895E-07,8.87358E-05,3.15182E-05,5.86723E-05,6.30363E-06,7.41889E-05,7.66134E-05,8.24321E-05,4.36405E-06,0.001494446,0.001995827,0.000828685,0.002824512,0.002824512,98467.54028,98746.45085,278.9105694,1532.459717,197.0808419,1081.126046,81.82972759,451.3336717,0.29156451,0.029790902,0.970209098,0.006641308,0.006845233,0.698743245,0.005326727,0.994673273,0.001179648,0.001185965
2450,2007,2,6959,32,5,9542726,0.000729247,0.003639597,3.13803E-06,2.82423E-05,6.74677E-05,7.84509E-06,4.81165E-05,2.40583E-05,6.79908E-06,5.64846E-05,0.000259934,4.28865E-05,1.04601E-06,0.000130228,2.30123E-05,6.38067E-05,4.39325E-05,5.23006E-07,3.81794E-05,0.000114538,0,2.61503E-06,4.86395E-05,8.8388E-05,0.000365058,5.28236E-05,7.84509E-06,3.13803E-06,0.000152718,4.28865E-05,6.43297E-05,1.77822E-05,0.000115584,8.7865E-05,0.000112969,7.32208E-06,0.001509395,0.002247879,0.001391718,0.003639597,0.003639597,98109.15809,98467.54028,358.3821971,1890.841915,221.3431072,1302.469153,137.0390899,588.3727615,0.29038889,0.03643221,0.96356779,0.007458907,0.007740926,0.699891412,0.006506375,0.993493625,0.00197554,0.001988478
2450,2007,2,11127,37,5,10428208,0.00106701,0.005320855,2.86916E-06,4.49502E-05,0.000134372,6.6947E-06,5.64268E-05,2.67788E-05,1.2433E-05,0.000146805,0.00058483,5.4514E-05,7.1729E-06,0.000207536,3.63427E-05,0.000166411,7.79455E-05,4.78193E-07,5.78614E-05,0.00016402,0,9.56386E-07,8.70312E-05,0.000146805,0.000659428,9.22913E-05,6.21651E-06,4.78193E-06,0.000238618,5.83396E-05,7.50763E-05,1.76931E-05,0.000140111,7.50763E-05,0.000175497,1.05202E-05,0.00174397,0.002945192,0.002375664,0.005320855,0.005320855,97587.13344,98109.15809,522.024646,2412.866561,288.9502826,1591.419436,233.0743634,821.4471249,0.28919356,0.043891117,0.956108883,0.00973716,0.010184154,0.701051238,0.008481914,0.991518086,0.003359973,0.003388716
2450,2007,2,18380,42,5,10961772,0.001676736,0.008348685,7.72185E-06,6.26833E-05,0.000262543,1.04472E-05,9.2208E-05,4.13346E-05,1.4081E-05,0.00049647,0.001037908,6.45002E-05,7.72185E-06,0.000335219,6.26833E-05,0.000343395,0.000133088,1.81691E-06,8.17608E-05,0.0002848,0,1.81691E-06,0.000114465,0.000203494,0.001254574,0.000143081,7.26763E-06,2.72536E-06,0.000345666,0.000134905,0.000104926,2.45282E-05,0.000193046,2.90705E-05,0.000307511,1.49895E-05,0.002126235,0.004272455,0.004076229,0.008348685,0.008348685,96772.40923,97587.13344,814.7242057,3227.590766,416.9366637,2008.356099,397.787542,1219.234667,0.287779601,0.053628277,0.946371723,0.014050095,0.014846276,0.702413012,0.011841888,0.988158112,0.00573446,0.00580318
